region,annotation,x,y,cell_name,SampleSize,KCNQ3_GSS
DG,GN DG,3512.06794249837,13662.8674796792,Cell_21022,1002081,2.3125
CA3,Glu Neu,4038.50955984977,13908.7052788893,Cell_21023,1002081,2.619140625
DG,Glu Neu,4311.19928475223,14033.766519618,Cell_21024,1002081,1.8076171875
DG,GN DG,4412.928224571,14078.2212471883,Cell_21025,1002081,2.630859375
Cortex,Unknown,6889.17659911984,15220.4817199108,Cell_21026,1002081,1.87109375
Cortex,Glu Neu,7042.56613838045,15284.228478616,Cell_21027,1002081,1.9990234375
SN/VTA,DA Neu,-461.438220132977,11841.6341680108,Cell_21028,1002081,0.0
Midb,GABA Neu,1628.0828400016,12807.6335154506,Cell_21029,1002081,0.0
Cortex,Unknown,4890.74755029806,10287.3071500395,Cell_2103,1002081,0.0
Thal,GABA Neu,2704.33903769501,13289.1255682682,Cell_21031,1002081,0.0
Midb,GABA Neu,2849.01504018295,13359.877630458,Cell_21032,1002081,0.0
Midb,Astr,2986.19364423905,13420.590319323,Cell_21033,1002081,2.017578125
DG,Glu Neu,3343.75255450701,13607.6775334451,Cell_21034,1002081,0.0
CA3,Unknown,3992.15230661635,13887.4448679654,Cell_21035,1002081,1.7705078125
CA1,Glu Neu,5548.22644591493,14598.8928794224,Cell_21036,1002081,1.9228515625
Cortex,Glu Neu,6385.98883252997,14987.5089284645,Cell_21038,1002081,1.8076171875
Cortex,Glu Neu,6651.29399521782,15105.8829993211,Cell_21039,1002081,0.0
Cortex,Glu Neu,5557.47706569052,10579.8815052119,Cell_2104,1002081,2.0390625
Cortex,GABA Neu,7262.11897899934,15386.0201785536,Cell_21040,1002081,1.7265625
SN/VTA,DA Neu,-1026.09714904906,11590.3707723573,Cell_21041,1002081,0.0
SN/VTA,DA Neu,-863.12585734446,11659.6120756389,Cell_21042,1002081,0.0
SN/VTA,DA Neu,220.511764557637,12160.991676738,Cell_21043,1002081,0.0
SN/VTA,Olig,1065.2073685184,12542.8860818415,Cell_21046,1002081,1.8115234375
SN/VTA,GABA Neu,1784.34972480087,12877.1004911666,Cell_21047,1002081,0.0
Midb,Ery,2235.95525409965,13079.8156753704,Cell_21048,1002081,0.0
Cortex,Glu Neu,5749.83615796399,10671.4018833783,Cell_2105,1002081,0.0
Midb,Ery,2623.21227553356,13258.5200383561,Cell_21050,1002081,0.0
Thal,Glu Neu,2668.96459760251,13275.1024092752,Cell_21051,1002081,0.0
CA3,Glu Neu,3846.92622206958,13820.2910567019,Cell_21052,1002081,0.0
SL/R CA1,Astr,4680.31460326505,14205.2508677061,Cell_21053,1002081,0.0
CA1,GABA Neu,5709.53025440982,14671.7700457027,Cell_21054,1002081,0.0
Cortex,Glu Neu,6187.22936793638,14891.9530535301,Cell_21055,1002081,0.0
Cortex,Glu Neu,6921.18159872644,15227.4588253408,Cell_21056,1002081,1.841796875
Cortex,Glu Neu,7170.38866242699,15346.15102981,Cell_21057,1002081,1.8798828125
SN/VTA,DA Neu,-214.315510444571,11964.8712012283,Cell_21058,1002081,0.0
Midb,Unknown,307.05470914473,12192.9810303138,Cell_21059,1002081,0.0
Cortex,Glu Neu,6602.71245367183,11057.0481257037,Cell_2106,1002081,2.03125
SN/VTA,DA Neu,1145.00515612181,12587.1840851103,Cell_21060,1002081,0.0
Midb,GABA Neu,2387.6365600722,13159.2812743328,Cell_21061,1002081,0.0
Midb,GABA Neu,2424.11116428235,13166.1079314732,Cell_21062,1002081,0.0
Thal,GABA Neu,2714.52258329754,13312.4985312588,Cell_21063,1002081,0.0
DG,GN DG,3533.61669797778,13678.2509492907,Cell_21064,1002081,2.2421875
CA3,Glu Neu,4109.02962959439,13943.2475683793,Cell_21065,1002081,1.82421875
Cortex,Glu Neu,6442.64874359502,15009.0937490127,Cell_21066,1002081,1.875
SN/VTA,DA Neu,-288.549805338646,11939.6270046362,Cell_21067,1002081,0.0
SN/VTA,Olig,-54.8296334490378,12036.9146259038,Cell_21068,1002081,0.0
SN/VTA,Astr,1808.28373087168,12896.8783412369,Cell_21069,1002081,0.0
CAA,Glu Neu,3292.48486579034,9545.50907016182,Cell_2107,1002081,0.0
Midb,Olig,2306.17128925907,13118.6191340627,Cell_21070,1002081,0.0
Midb,GABA Neu,2443.00824665755,13182.4755909792,Cell_21071,1002081,0.0
DG,GN DG,3480.97190864145,13656.3072450516,Cell_21072,1002081,2.095703125
CA1,Glu Neu,5496.52509639475,14591.6838255461,Cell_21073,1002081,1.8837890625
FT,Olig,6047.13266826328,14837.6031249128,Cell_21074,1002081,0.0
Cortex,Glu Neu,6131.09916389098,14872.8114706849,Cell_21075,1002081,0.0
Cortex,GABA Neu,6327.92786076801,14964.1814005617,Cell_21076,1002081,1.779296875
Cortex,Glu Neu,6612.65981285069,15101.3663686274,Cell_21077,1002081,1.8623046875
SN/VTA,Astr,-899.409263186639,11645.1720458435,Cell_21078,1002081,0.0
SN/VTA,DA Neu,-355.622072446608,11901.1651926015,Cell_21079,1002081,0.0
CAA,Glu Neu,3596.571521129,9686.06975472528,Cell_2108,1002081,0.0
SN/VTA,DA Neu,-228.442091636941,11957.2923026398,Cell_21080,1002081,0.0
SN/VTA,DA Neu,-159.852789608895,11987.6486470723,Cell_21081,1002081,0.0
SN/VTA,DA Neu,111.927969543895,12112.2930169986,Cell_21082,1002081,0.0
SN/VTA,Astr,811.756372648741,12431.0487325673,Cell_21083,1002081,1.892578125
Midb,Astr,1713.45039632623,12844.5845685771,Cell_21085,1002081,0.0
SN/VTA,DA Neu,1759.0491320996,12869.8977133021,Cell_21086,1002081,0.0
DG,Glu Neu,3268.27392321753,13558.7594772832,Cell_21087,1002081,0.0
DG,GN DG,3437.90887174912,13639.8580853889,Cell_21088,1002081,2.078125
CA3,Glu Neu,4079.7139151644,13936.4036742057,Cell_21089,1002081,2.349609375
CAA,Glu Neu,3959.54975182855,9861.34041410165,Cell_2109,1002081,1.73046875
SL/R CA1,Astr,4504.54256692019,14127.9385708887,Cell_21090,1002081,1.8798828125
Cortex,Glu Neu,6464.61436987685,15023.5682528746,Cell_21091,1002081,0.0
SN/VTA,DA Neu,-742.728645590885,11726.9304342193,Cell_21092,1002081,0.0
SN/VTA,DA Neu,-626.343417560091,11781.4072980811,Cell_21093,1002081,0.0
SN/VTA,Astr,1439.13080028645,12724.2765919979,Cell_21094,1002081,1.962890625
SN/VTA,Olig,1550.13745796401,12778.487033347,Cell_21095,1002081,0.0
Midb,GABA Neu,1840.28873047828,12903.8554466669,Cell_21096,1002081,0.0
Midb,Glu Neu,1932.54561606434,12959.3682115229,Cell_21097,1002081,0.0
Midb,Ery,2006.93035924805,12989.0820127185,Cell_21098,1002081,0.0
DG,Glu Neu,3552.51378035297,13694.6186087968,Cell_21099,1002081,2.10546875
CAA,Astr,4235.02931009423,9085.55693079091,Cell_211,1002081,0.0
CAA,Glu Neu,4367.25850263014,10049.424370142,Cell_2110,1002081,1.8623046875
CA3,Glu Neu,3934.9219384533,13875.4997869727,Cell_21100,1002081,2.38671875
CA3,GABA Neu,4215.41623437876,13993.1388534144,Cell_21101,1002081,0.0
SL/R CA1,Astr,4779.61754241406,14257.3941920762,Cell_21102,1002081,1.779296875
CA1,Glu Neu,5350.50602032147,14514.2649685233,Cell_21103,1002081,0.0
CA1,GABA Neu,5917.15056605977,14777.9906001655,Cell_21104,1002081,0.0
Cortex,Glu Neu,6287.93336778231,14945.8390852548,Cell_21105,1002081,1.98046875
Cortex,Mic,6943.2976732979,15246.4029338063,Cell_21107,1002081,0.0
Midb,Glu Neu,-1150.39978432007,11539.9638793298,Cell_21108,1002081,0.0
SN/VTA,DA Neu,-669.406454452424,11764.9581384184,Cell_21109,1002081,0.0
Cortex,DA Neu,4805.57119234141,10242.7427242579,Cell_2111,1002081,0.0
Midb,Glu Neu,73.9018563471836,12099.2540479002,Cell_21111,1002081,0.0
SN/VTA,Olig,1240.02968903524,12631.8644851151,Cell_21113,1002081,1.8037109375
Thal,GABA Neu,2759.83765952489,13336.0313565569,Cell_21116,1002081,0.0
Midb,Glu Neu,2966.87341504955,13431.5323823856,Cell_21117,1002081,2.1875
CA3,Unknown,3912.61466551386,13864.1690511623,Cell_21118,1002081,0.0
DG,Unknown,4263.55066903318,14027.3159832017,Cell_21119,1002081,0.0
Cortex,Glu Neu,5287.3230396691,10463.6842495454,Cell_2112,1002081,1.794921875
DG,GN DG,4421.50227407539,14100.3059856993,Cell_21120,1002081,2.0390625
DG,GN DG,4447.84504378273,14105.2363491895,Cell_21121,1002081,2.017578125
SL/R CA1,Astr,4610.20826631692,14182.9999908758,Cell_21122,1002081,1.7548828125
SL/R CA1,Astr,4847.78997363968,14288.6595022584,Cell_21123,1002081,0.0
SL/R CA1,Mic,4864.86912451552,14304.1934201595,Cell_21124,1002081,0.0
SN/VTA,DA Neu,-1009.85173977808,11607.7226217578,Cell_21125,1002081,0.0
SN/VTA,DA Neu,-806.092963561269,11705.5712861055,Cell_21126,1002081,0.0
SN/VTA,DA Neu,-394.256254813729,11896.6485619077,Cell_21128,1002081,0.0
Midb,Olig,595.685808732976,12339.6552896454,Cell_21129,1002081,1.94921875
Cortex,Unknown,5355.98756584197,10496.2753962797,Cell_2113,1002081,0.0
Midb,Glu Neu,2670.89222731315,13292.4887327422,Cell_21131,1002081,0.0
Midb,GABA Neu,2688.72989564903,13303.9699168422,Cell_21132,1002081,0.0
FT,OPC,5968.50399291047,14814.7441789122,Cell_21134,1002081,0.0
Cortex,Glu Neu,6154.12420421212,14892.1724499527,Cell_21135,1002081,0.0
Cortex,Glu Neu,6247.67245228382,14932.8753403011,Cell_21136,1002081,1.9140625
SN/VTA,DA Neu,-1081.24316319996,11573.8808626162,Cell_21137,1002081,0.0
SN/VTA,DA Neu,41.254313503704,12086.4815013145,Cell_21138,1002081,0.0
Midb,Unknown,356.891101075339,12237.8400766628,Cell_21139,1002081,0.0
Cortex,Glu Neu,6022.45065872164,10794.2283218053,Cell_2114,1002081,0.0
SN/VTA,Astr,487.857393173338,12300.1042745143,Cell_21140,1002081,0.0
Midb,Olig,564.856197388846,12327.7164846646,Cell_21141,1002081,1.8037109375
Midb,GABA Neu,917.005201243047,12487.0191183041,Cell_21143,1002081,0.0
Midb,Olig,2540.37728008405,13243.6333487013,Cell_21145,1002081,0.0
Midb,Glu Neu,2987.43798063446,13444.2641788929,Cell_21146,1002081,2.359375
SL/R CA1,End,5250.57149895694,14489.8858495966,Cell_21147,1002081,0.0
CA1,GABA Neu,5653.43452443089,14666.9462424178,Cell_21148,1002081,0.0
CA1,Glu Neu,5723.42488715586,14699.0452942048,Cell_21149,1002081,1.9013671875
CA1,GABA Neu,5781.90272972026,14721.4638563579,Cell_21150,1002081,0.0
FT,Astr,6022.35864457573,14846.0439631608,Cell_21151,1002081,0.0
Cortex,GABA Neu,6965.07210121175,15268.4908103231,Cell_21152,1002081,2.1015625
Cortex,Unknown,6999.80399806738,15276.7185281604,Cell_21153,1002081,1.931640625
Cortex,Unknown,7333.96174729012,15433.2707515058,Cell_21154,1002081,2.0078125
SN/VTA,Olig,-938.651514724169,11649.1777535544,Cell_21156,1002081,0.0
SN/VTA,DA Neu,-844.307137120022,11686.9453112526,Cell_21157,1002081,0.0
SN/VTA,Olig,412.754882607936,12262.3602298613,Cell_21158,1002081,0.0
SN/VTA,DA Neu,981.275346957168,12521.9955156298,Cell_21159,1002081,0.0
CAA,Glu Neu,3054.14464100754,9443.90229258038,Cell_2116,1002081,0.0
Midb,Glu Neu,2788.44970560047,13355.2042754627,Cell_21161,1002081,0.0
Ependymal,Epe,3028.75831017225,13462.1143992525,Cell_21162,1002081,0.0
Ependymal,Epe,3072.04701949904,13485.2679658206,Cell_21163,1002081,0.0
DG,Glu Neu,3405.90387214251,13632.8809799589,Cell_21164,1002081,0.0
CA3,Glu Neu,4140.34819787982,13969.7125883217,Cell_21165,1002081,1.888671875
SL/R CA1,Astr,4522.83158012497,14152.8285687994,Cell_21166,1002081,1.8203125
SL/R CA1,Olig,4896.41650324135,14324.1624685978,Cell_21167,1002081,0.0
Ependymal,Epe,3455.83227821903,9625.92438495231,Cell_2117,1002081,0.0
SN/VTA,DA Neu,-531.017988067391,11835.026907293,Cell_21170,1002081,0.0
SN/VTA,DA Neu,240.20183845934,12187.6243820033,Cell_21172,1002081,1.72265625
SN/VTA,DA Neu,437.522630283607,12280.3201484322,Cell_21173,1002081,0.0
SN/VTA,DA Neu,934.159576263706,12504.7878385071,Cell_21174,1002081,0.0
Midb,Olig,2117.85865477486,13054.2580301753,Cell_21175,1002081,0.0
Ependymal,Epe,2248.03195534634,13106.2571822676,Cell_21176,1002081,0.0
Midb,Unknown,2518.48687794703,13231.3936471412,Cell_21177,1002081,0.0
Thal,Glu Neu,2733.34444152792,13326.631388463,Cell_21178,1002081,0.0
Midb,Astr,2857.87274923338,13383.7426883958,Cell_21179,1002081,0.0
CAA,Glu Neu,3519.04300989384,9656.01430687203,Cell_2118,1002081,0.0
Midb,Olig,2901.7867647638,13405.5328063394,Cell_21180,1002081,1.7548828125
DG,Astr,3270.42722536261,13582.8502076555,Cell_21181,1002081,2.115234375
DG,Astr,4384.25191537196,14090.3731725798,Cell_21182,1002081,1.734375
CA1,Glu Neu,5454.44624939691,14577.8863389876,Cell_21183,1002081,1.8291015625
CA1,Glu Neu,5521.78493901767,14610.9695806691,Cell_21184,1002081,1.8291015625
Cortex,Mic,7358.72949496579,15451.2306700768,Cell_21185,1002081,0.0
SN/VTA,Astr,623.443738164528,12366.6876286799,Cell_21186,1002081,1.82421875
SN/VTA,Olig,1388.79289939078,12717.6928443253,Cell_21187,1002081,0.0
SL/R CA1,DA Neu,5277.12270406549,14494.3617302121,Cell_21188,1002081,0.0
SL/R CA1,Glu Neu,5325.37311294308,14518.6906850426,Cell_21189,1002081,1.9765625
CAA,GABA Neu,3823.54653603493,9795.66602568581,Cell_2119,1002081,1.8671875
Cortex,Glu Neu,6491.42572148632,15049.0663199557,Cell_21190,1002081,0.0
Cortex,Glu Neu,7239.80543004802,15401.0901995621,Cell_21191,1002081,1.73046875
SN/VTA,Olig,-870.895954300982,11681.3520294862,Cell_21192,1002081,0.0
SN/VTA,Olig,-153.229882860252,12011.588929155,Cell_21193,1002081,0.0
SN/VTA,DA Neu,464.374731971424,12293.7352382547,Cell_21194,1002081,0.0
Midb,End,1691.62894232215,12860.9804261377,Cell_21195,1002081,0.0
DG,GN DG,3505.20681129153,13685.024304329,Cell_21196,1002081,2.43359375
DG,Glu Neu,3576.03091562135,13715.3054246167,Cell_21197,1002081,1.8837890625
SL/R CA1,Mic,5081.31267114943,14419.9612529998,Cell_21198,1002081,0.0
Meni,Meninge,5329.00720190036,9588.37834266536,Cell_212,1002081,0.0
CAA,Glu Neu,4105.81801338139,9926.22181099097,Cell_2120,1002081,1.7421875
CA1,Glu Neu,5863.70650918506,14772.182606986,Cell_21200,1002081,0.0
Cortex,GABA Neu,6298.87543084488,14965.1593144443,Cell_21201,1002081,1.8037109375
Cortex,Glu Neu,6986.01278752075,15292.3966183393,Cell_21202,1002081,1.990234375
Cortex,Glu Neu,7137.50917113719,15353.0748331379,Cell_21203,1002081,1.8330078125
Midb,GABA Neu,-1208.46389408798,11529.8367298365,Cell_21204,1002081,0.0
SN/VTA,GABA Neu,-1108.55288576856,11573.4577158019,Cell_21205,1002081,0.0
SN/VTA,DA Neu,-329.418790007547,11935.1855980873,Cell_21206,1002081,0.0
SN/VTA,Astr,-244.126457827741,11969.9018489121,Cell_21207,1002081,0.0
Midb,Glu Neu,-188.621559985991,11990.4068803819,Cell_21208,1002081,0.0
SN/VTA,Olig,-88.9597371461314,12046.5653264807,Cell_21209,1002081,0.0
Cortex,Glu Neu,5074.4338558772,10373.749854432,Cell_2121,1002081,1.7998046875
Midb,Unknown,1856.49338967092,12933.290273326,Cell_21211,1002081,0.0
CA3,Glu Neu,4031.23155784049,13931.7710692887,Cell_21212,1002081,2.5390625
CA3,Glu Neu,4114.43953600815,13971.0321488619,Cell_21213,1002081,1.9541015625
DG,Astr,4317.70621727771,14067.5549766575,Cell_21214,1002081,0.0
DG,Glu Neu,4465.56673789545,14126.5657082464,Cell_21215,1002081,1.7744140625
DG,Glu Neu,4482.49544048166,14137.630021544,Cell_21216,1002081,1.888671875
CA1,Glu Neu,5693.46349148306,14699.606337285,Cell_21217,1002081,0.0
CA1,Glu Neu,5894.19447387157,14787.2651800183,Cell_21218,1002081,1.72265625
Cortex,Glu Neu,6190.51730826559,14923.1650616102,Cell_21219,1002081,1.7705078125
Cortex,GABA Neu,5687.19274538124,10644.8726003125,Cell_2122,1002081,0.0
Cortex,Glu Neu,6456.50262626272,15048.4519747734,Cell_21220,1002081,1.8115234375
Cortex,GABA Neu,6719.46015043155,15163.5490663222,Cell_21221,1002081,0.0
Cortex,Glu Neu,6922.6516075563,15257.8370918161,Cell_21222,1002081,1.875
Cortex,Astr,7015.85820897038,15301.683750216,Cell_21223,1002081,0.0
Cortex,Glu Neu,7288.47270972803,15424.5101886429,Cell_21224,1002081,1.783203125
SN/VTA,DA Neu,-476.821689744511,11863.1829234902,Cell_21225,1002081,0.0
SN/VTA,GABA Neu,268.530224988895,12205.0169814821,Cell_21226,1002081,1.787109375
SN/VTA,Olig,1053.95185685281,12567.4281570828,Cell_21227,1002081,1.74609375
Midb,Unknown,2312.1861268373,13151.0817545501,Cell_21229,1002081,0.0
Cortex,Glu Neu,6194.62130613427,10884.1909149733,Cell_2123,1002081,0.0
DG,End,3600.45701663941,13736.4091112391,Cell_21230,1002081,0.0
CA3,Glu Neu,3824.82110851947,13834.9065948355,Cell_21231,1002081,0.0
DG,GN DG,4401.5974887606,14100.5285201278,Cell_21232,1002081,2.267578125
CA1,Unknown,5537.38780505177,14622.525988914,Cell_21233,1002081,1.9853515625
CA1,Glu Neu,5608.36235767123,14657.2767138052,Cell_21234,1002081,0.0
Cortex,Glu Neu,6746.462700409,15181.4337607484,Cell_21235,1002081,1.8623046875
Cortex,Unknown,6896.14115252609,15241.2782339421,Cell_21236,1002081,1.87109375
Cortex,Astr,7562.22184866981,15554.4579047777,Cell_21237,1002081,0.0
Cortex,Glu Neu,6426.40757230137,10990.4929695927,Cell_2124,1002081,1.8671875
SN/VTA,SM,1480.33201759515,12765.1753657238,Cell_21240,1002081,0.0
SN/VTA,Astr,1499.57074662795,12778.3992571784,Cell_21241,1002081,0.0
Midb,End,2495.22988917957,13231.7290177869,Cell_21242,1002081,0.0
Midb,End,2613.3954366373,13285.9222221027,Cell_21243,1002081,0.0
DG,GN DG,3467.67279304206,13673.3111717826,Cell_21244,1002081,2.095703125
CA3,Glu Neu,4212.26619031542,14019.1979635757,Cell_21246,1002081,1.875
SL/R CA1,Astr,4678.07352495139,14231.7268486698,Cell_21247,1002081,0.0
CA1,Mic,5347.69762291575,14537.1803106332,Cell_21248,1002081,0.0
CA1,Glu Neu,5835.67901923477,14763.7292167143,Cell_21249,1002081,0.0
Cortex,Glu Neu,6488.55888993687,11015.6964161065,Cell_2125,1002081,0.0
FT,Olig,5991.11216242917,14835.0141239297,Cell_21250,1002081,0.0
Cortex,Astr,6413.43958937038,15032.0028151107,Cell_21251,1002081,0.0
Midb,Olig,73.8203561904893,12123.4200024173,Cell_21252,1002081,0.0
SN/VTA,Astr,544.664614522079,12339.3590780756,Cell_21253,1002081,1.75
SN/VTA,Olig,913.212613942837,12507.2827873098,Cell_21254,1002081,0.0
Midb,Olig,1231.0434537379,12670.6491157718,Cell_21255,1002081,1.7421875
Midb,Astr,2032.49109845023,13017.3069770487,Cell_21256,1002081,0.0
Midb,Glu Neu,2572.49197790193,13267.1630359934,Cell_21257,1002081,0.0
Midb,Glu Neu,2837.07623520214,13390.7072418021,Cell_21258,1002081,0.0
Midb,GABA Neu,2912.10352162273,13426.2164841534,Cell_21259,1002081,1.72265625
Cortex,Glu Neu,6671.26100562152,11099.4874473948,Cell_2126,1002081,2.162109375
CA3,Glu Neu,3988.16852094816,13915.321909626,Cell_21260,1002081,2.115234375
CA3,Glu Neu,4054.89914139851,13956.9274897123,Cell_21261,1002081,2.19140625
Cortex,Glu Neu,6270.08942343455,14960.7586579737,Cell_21262,1002081,1.8583984375
Cortex,Astr,6537.25012969415,15081.0838715861,Cell_21263,1002081,0.0
Cortex,Glu Neu,6583.19051212514,15103.2532482596,Cell_21264,1002081,1.927734375
Cortex,Glu Neu,7193.1817543018,15385.2083589914,Cell_21265,1002081,0.0
Cortex,Glu Neu,7216.73963964853,15393.8121975528,Cell_21266,1002081,1.72265625
SN/VTA,DA Neu,-505.532473010025,11861.0170693213,Cell_21267,1002081,0.0
SN/VTA,DA Neu,1141.09031858656,12643.6966858917,Cell_21268,1002081,0.0
Midb,Astr,2438.94923684454,13208.1178303381,Cell_21269,1002081,0.0
Cortex,Glu Neu,6814.0438524653,11167.1709656779,Cell_2127,1002081,2.630859375
DG,Astr,3385.67467720334,13643.406172219,Cell_21271,1002081,1.9013671875
DG,Glu Neu,3523.34537620668,13705.4446976362,Cell_21272,1002081,0.0
CA1,Glu Neu,5788.14637773888,14747.4305053412,Cell_21273,1002081,1.9013671875
SN/VTA,DA Neu,30.265224350911,12105.6450062025,Cell_21275,1002081,0.0
Midb,Mic,2225.07586315815,13115.5317621205,Cell_21277,1002081,0.0
DG,GN DG,4428.63451280452,14132.7309941142,Cell_21278,1002081,2.171875
SL/R CA1,Astr,4952.54043127486,14369.704808262,Cell_21279,1002081,0.0
CAA,Glu Neu,3155.87358082631,9488.35702015067,Cell_2128,1002081,0.0
FT,Astr,5933.16402688443,14815.0387994796,Cell_21280,1002081,0.0
Cortex,Glu Neu,6129.57585295902,14907.317695106,Cell_21281,1002081,1.779296875
SN/VTA,DA Neu,-754.930735078557,11749.9382375072,Cell_21282,1002081,0.0
SN/VTA,GABA Neu,-57.4875825651234,12064.2995726172,Cell_21283,1002081,0.0
Midb,GABA Neu,1402.12021304476,12741.4074539735,Cell_21285,1002081,0.0
Midb,GABA Neu,2658.16043080582,13313.0532983271,Cell_21286,1002081,0.0
Midb,Olig,2948.04528080729,13443.8002820002,Cell_21287,1002081,0.0
Midb,Olig,2999.93155268358,13469.7967200405,Cell_21288,1002081,0.0
DG,Glu Neu,3554.62633241971,13730.7923164276,Cell_21289,1002081,0.0
CAA,Glu Neu,3494.08406385019,9645.66776095612,Cell_2129,1002081,0.0
DG,GN DG,4447.49712111324,14134.7808740599,Cell_21290,1002081,2.408203125
SL/R CA1,Astr,4781.42919790154,14284.6286905,Cell_21291,1002081,1.779296875
Cortex,Astr,6284.10003040375,14978.185731519,Cell_21292,1002081,1.7626953125
Cortex,Mic,6754.82831451218,15203.9729821341,Cell_21293,1002081,0.0
Cortex,Glu Neu,7314.79196639026,15448.682419172,Cell_21294,1002081,1.734375
SN/VTA,DA Neu,-431.414152339114,11896.1094408702,Cell_21295,1002081,0.0
SN/VTA,DA Neu,790.762384237647,12472.0274154475,Cell_21296,1002081,0.0
Midb,Olig,2073.27858296244,13045.9143381148,Cell_21297,1002081,0.0
Thal,Glu Neu,2746.89742761635,13357.0504050166,Cell_21298,1002081,0.0
DG,Mic,3205.3578121101,13564.0095213895,Cell_21299,1002081,0.0
CAA,Astr,3969.68653533398,8966.06545878336,Cell_213,1002081,0.0
CAA,Glu Neu,3628.46054651244,9702.89503511208,Cell_2130,1002081,0.0
Cortex,Glu Neu,7034.37289460962,15333.278155032,Cell_21300,1002081,1.7587890625
Cortex,Astr,7459.05109807577,15520.3434471114,Cell_21301,1002081,0.0
SN/VTA,DA Neu,-569.576946289696,11832.745078901,Cell_21302,1002081,0.0
SN/VTA,DA Neu,-209.134414471197,11999.1517532151,Cell_21303,1002081,0.0
SN/VTA,DA Neu,-180.389157139212,12015.6353869442,Cell_21304,1002081,0.0
SN/VTA,DA Neu,153.959790451513,12164.5742376346,Cell_21305,1002081,0.0
Midb,GABA Neu,286.251919101616,12226.346340539,Cell_21306,1002081,0.0
Midb,Glu Neu,315.906142183275,12243.2468450706,Cell_21307,1002081,0.0
SN/VTA,Ery,679.301243685249,12417.6085386973,Cell_21308,1002081,0.0
Midb,Astr,2795.63993144118,13382.7051963993,Cell_21309,1002081,0.0
CAA,Unknown,3787.33835433756,9783.4607981922,Cell_2131,1002081,0.0
DG,Glu Neu,3483.159684853,13694.7157549843,Cell_21310,1002081,0.0
DG,Unknown,4260.25017668021,14048.9054887595,Cell_21311,1002081,0.0
Cortex,Glu Neu,6366.89113776898,15018.3557768418,Cell_21312,1002081,0.0
Midb,Unknown,1634.01617742314,12864.2620904551,Cell_21313,1002081,0.0
Midb,Glu Neu,1716.08951740668,12896.4018923205,Cell_21314,1002081,0.0
Ependymal,Epe,3031.97102635665,13491.0916050308,Cell_21315,1002081,0.0
DG,Unknown,3623.47578094867,13782.1708473258,Cell_21316,1002081,0.0
